"","X","cycles","position","time","friction","load","trigger"
"1",1,1000,1.07418909072421,1.07418909072421,1.07418909072421,1.07418909072421,1.07418909072421
"2",2,1000,0.993564100303636,0.993564100303636,0.993564100303636,0.993564100303636,0.993564100303636
"3",3,1000,0.792728419984838,0.792728419984838,0.792728419984838,0.792728419984838,0.792728419984838
"4",4,1000,0.52499473276316,0.52499473276316,0.52499473276316,0.52499473276316,0.52499473276316
"5",5,1000,0.253116281447001,0.253116281447001,0.253116281447001,0.253116281447001,0.253116281447001
"6",6,1000,0.0385037515991581,0.0385037515991581,0.0385037515991581,0.0385037515991581,0.0385037515991581
"7",7,1000,-0.0692871614885752,-0.0692871614885752,-0.0692871614885752,-0.0692871614885752,-0.0692871614885752
"8",8,1000,-0.0410581850193243,-0.0410581850193243,-0.0410581850193243,-0.0410581850193243,-0.0410581850193243
"9",9,1000,0.126946313591194,0.126946313591194,0.126946313591194,0.126946313591194,0.126946313591194
"10",10,1000,0.412214747707527,0.412214747707527,0.412214747707527,0.412214747707527,0.412214747707527
"11",11,1000,0.769545099198594,0.769545099198594,0.769545099198594,0.769545099198594,0.769545099198594
"12",12,1000,1.13843783088088,1.13843783088088,1.13843783088088,1.13843783088088,1.13843783088088
"13",13,1000,1.4530899020405,1.4530899020405,1.4530899020405,1.4530899020405,1.4530899020405
"14",14,1000,1.65334491987696,1.65334491987696,1.65334491987696,1.65334491987696,1.65334491987696
"15",15,1000,1.69479512178169,1.69479512178169,1.69479512178169,1.69479512178169,1.69479512178169
"16",16,1000,1.5563684134211,1.5563684134211,1.5563684134211,1.5563684134211,1.5563684134211
"17",17,1000,1.24414551211524,1.24414551211524,1.24414551211524,1.24414551211524,1.24414551211524
"18",18,1000,0.790770668476664,0.790770668476664,0.790770668476664,0.790770668476664,0.790770668476664
"19",19,1000,0.250542778358745,0.250542778358745,0.250542778358745,0.250542778358745,0.250542778358745
"20",20,1000,-0.309016994374947,-0.309016994374947,-0.309016994374947,-0.309016994374947,-0.309016994374947
"21",21,1000,-0.817746330363882,-0.817746330363882,-0.817746330363882,-0.817746330363882,-0.817746330363882
"22",22,1000,-1.21384404684097,-1.21384404684097,-1.21384404684097,-1.21384404684097,-1.21384404684097
"23",23,1000,-1.45349706010528,-1.45349706010528,-1.45349706010528,-1.45349706010528,-1.45349706010528
"24",24,1000,-1.51756173818072,-1.51756173818072,-1.51756173818072,-1.51756173818072,-1.51756173818072
"25",25,1000,-1.41421356237309,-1.41421356237309,-1.41421356237309,-1.41421356237309,-1.41421356237309
"26",26,1000,-1.17714154705963,-1.17714154705963,-1.17714154705963,-1.17714154705963,-1.17714154705963
"27",27,1000,-0.859595765110238,-0.859595765110238,-0.859595765110238,-0.859595765110238,-0.859595765110238
"28",28,1000,-0.52527722473008,-0.52527722473008,-0.52527722473008,-0.52527722473008,-0.52527722473008
"29",29,1000,-0.237577270964679,-0.237577270964679,-0.237577270964679,-0.237577270964679,-0.237577270964679
"30",30,1000,-0.0489434837048466,-0.0489434837048466,-0.0489434837048466,-0.0489434837048466,-0.0489434837048466
"31",31,1000,0.00787362400794223,0.00787362400794223,0.00787362400794223,0.00787362400794223,0.00787362400794223
"32",32,1000,-0.0747498362512902,-0.0747498362512902,-0.0747498362512902,-0.0747498362512902,-0.0747498362512902
"33",33,1000,-0.278099470535391,-0.278099470535391,-0.278099470535391,-0.278099470535391,-0.278099470535391
"34",34,1000,-0.560327107210091,-0.560327107210091,-0.560327107210091,-0.560327107210091,-0.560327107210091
"35",35,1000,-0.863541246226777,-0.863541246226777,-0.863541246226777,-0.863541246226777,-0.863541246226777
"36",36,1000,-1.12361204727147,-1.12361204727147,-1.12361204727147,-1.12361204727147,-1.12361204727147
"37",37,1000,-1.28107107401411,-1.28107107401411,-1.28107107401411,-1.28107107401411,-1.28107107401411
"38",38,1000,-1.29130424510364,-1.29130424510364,-1.29130424510364,-1.29130424510364,-1.29130424510364
"39",39,1000,-1.13235122697898,-1.13235122697898,-1.13235122697898,-1.13235122697898,-1.13235122697898
"40",40,1000,-0.809016994374947,-0.809016994374947,-0.809016994374947,-0.809016994374947,-0.809016994374947
"41",41,1000,-0.352606950710141,-0.352606950710141,-0.352606950710141,-0.352606950710141,-0.352606950710141
"42",42,1000,0.183683760810643,0.183683760810643,0.183683760810643,0.183683760810643,0.183683760810643
"43",43,1000,0.732981605778775,0.732981605778775,0.732981605778775,0.732981605778775,0.732981605778775
"44",44,1000,1.22520924204116,1.22520924204116,1.22520924204116,1.22520924204116,1.22520924204116
"45",45,1000,1.59811330537491,1.59811330537491,1.59811330537491,1.59811330537491,1.59811330537491
"46",46,1000,1.80704372280322,1.80704372280322,1.80704372280322,1.80704372280322,1.80704372280322
"47",47,1000,1.83188729314259,1.83188729314259,1.83188729314259,1.83188729314259,1.83188729314259
"48",48,1000,1.68002514371657,1.68002514371657,1.68002514371657,1.68002514371657,1.68002514371657
"49",49,1000,1.38483623122992,1.38483623122992,1.38483623122992,1.38483623122992,1.38483623122992
"50",50,1000,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999997
"51",51,1000,0.590540449960355,0.590540449960355,0.590540449960355,0.590540449960355,0.590540449960355
"52",52,1000,0.222087888873741,0.222087888873741,0.222087888873741,0.222087888873741,0.222087888873741
"53",53,1000,-0.0498742447658582,-0.0498742447658582,-0.0498742447658582,-0.0498742447658582,-0.0498742447658582
"54",54,1000,-0.189009734053324,-0.189009734053324,-0.189009734053324,-0.189009734053324,-0.189009734053324
"55",55,1000,-0.18389974300182,-0.18389974300182,-0.18389974300182,-0.18389974300182,-0.18389974300182
"56",56,1000,-0.0496387374562168,-0.0496387374562168,-0.0496387374562168,-0.0496387374562168,-0.0496387374562168
"57",57,1000,0.174999393700318,0.174999393700318,0.174999393700318,0.174999393700318,0.174999393700318
"58",58,1000,0.43435022793925,0.43435022793925,0.43435022793925,0.43435022793925,0.43435022793925
"59",59,1000,0.665475880790601,0.665475880790601,0.665475880790601,0.665475880790601,0.665475880790601
"60",60,1000,0.809016994374946,0.809016994374946,0.809016994374946,0.809016994374946,0.809016994374946
"61",61,1000,0.819482296898517,0.819482296898517,0.819482296898517,0.819482296898517,0.819482296898517
"62",62,1000,0.673270256353741,0.673270256353741,0.673270256353741,0.673270256353741,0.673270256353741
